Long/Lat,Job Number,Job Name,City-County,St-Prov,FRLA Plans?,Date range,Project Type,Icon,Archival records,Images
To Be Determined,06916,"Palmer, T. D.",Wyomissing,Pennsylvania,11,1921,07 Private Estate & Homesteads,purple_circle,,
"40.324267,-75.954561",07254,"Oberlaender, Gustav",Wyomissing,Pennsylvania,11,1923-1924,07 Private Estate & Homesteads,purple_circle,,
"41.727127,-71.33158",05577,"Ballou, F. A.",Nayatt Point,Rhode Island,11,1912-1915,07 Private Estate & Homesteads,purple_circle,,
"41.727082,-71.332356",07031,"Buker, Henry",Nayatt,Rhode Island,11,1922,07 Private Estate & Homesteads,purple_circle,,
"41.732037,-71.301968",07131,"Spencer, E. L.",Providence,Rhode Island,11,1922,07 Private Estate & Homesteads,purple_circle,,
"44.92092,-69.261932",06860,Corinna Memorial,Corinna,Maine,11,1920,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.119283,-70.946093",07354,Abington Memorial,Abington,Massachusetts,11,1925-1928,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,09835,"Burial Lot for Mrs. Charles R. Leonard, Newton Cemetery",Newton,Massachusetts,11,1949-1962,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,09314,Dickinson Burial Lot,Locust Valley,New York,11,1932-1933,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.285834,-71.267152",09810,Winslow Nurseries Inc.,Needham,Massachusetts,11,1948,09 Grounds of Commercial & Industrial Buildings,factory,,
"42.453877,-71.373873",10473,Minute Man Companies,Concord,Massachusetts,11,1972-1973,09 Grounds of Commercial & Industrial Buildings,factory,,
"40.634929,-73.884958",09364,Canarsie Race Track,New York City,New York,11,1934,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
,00936,Boston Prk Dept.  Exhibit,Boston,Massachusetts,11,1879-1893,13 Exhibitions & Fairs,capital_big,,
"38.25713, -85.761479",01287,Fort Nelson Park,Louisville,Kentucky,12,1973-1974,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.401495, -79.903754",02270,Carnegie Land Company,Homestead,Pennsylvania,12,1900,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.76021, -74.211409",07761,East Orange Central Playground,East Orange,New Jersey,12,1926-1928,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.830072, -74.283884",10050,Essex Fells,Essex Fells,New Jersey,12,1932; 1957-1958,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.704255, -71.14583",01604,Ruggles Park,Fall River,Massachusetts,12,1902-1905,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.77145,-87.703011",01923,Marquette Park - Park 10,Chicago,Illinois,12,1904,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.796784, -87.657509",01920,Sherman Park - Park 7,Chicago,Illinois,12,1903-1909,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.161674, -72.34827",06652,Washington Park,Palmer,Massachusetts,12,1918-1919,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.320795, -71.24299",01508,Charles River Reservation - Sec. D,,Massachusetts,12,1897-1915,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.328331, -71.102421",00929,Parker Hill,Boston,Massachusetts,12,1892-1917,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.338173, -71.125931",10122,Griggs Field,Brookline,Massachusetts,12,1948; 1960-1962,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.366456, -71.126668",00063,Soldiers Field,Boston,Massachusetts,12,1900-1905,"01 Parks, Parkways & Recreation Areas",terrain,,https://www.flickr.com/photos/olmsted_archives/sets/72157636050517365/
"42.41299, -71.174991",02253,Robbins Farm Park,Arlington,Massachusetts,12,1945-1946,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.681733, -72.049756",06963,Winchendon Memorial Park,Winchendon,Massachusetts,12,1921-1923,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.849941, -78.806038",00703,Cazenovia Park,Buffalo,New York,12,1892-1896,"01 Parks, Parkways & Recreation Areas",terrain,,
"45.490946, -121.706543",08234,Mount Hood National Forest,,Oregon,12,1926-1929,"01 Parks, Parkways & Recreation Areas",terrain,,
"47.652828,-117.394538",03096,Liberty Park,Spokane,Washington,12,1908-1911,"01 Parks, Parkways & Recreation Areas",terrain,,
"44.293384,-68.289986",07989,Northeast Harbor Village Improvement Assoc.,Northeast Harbor,Maine,12,1927-1928,02 City & Regional Planning & Improvement Projects,rec_bus,,
"40.507274,-74.242945",07560,"Harmon, William Subdivision",New York City,New York,12,1925-1926,03 Subdivisions & Suburban Communities,target,,
"40.721071,-73.843735",07649,Cord-Meyer Office Grounds,Forest Hills,New York,12,1926-1927,03 Subdivisions & Suburban Communities,target,,
"42.179243,-71.145058",10169,"Salah, Mr. James M.",Canton,Massachusetts,12,1963-1964,03 Subdivisions & Suburban Communities,target,,
"43.069985,-75.272055",07387,"Jones, Hugh R.- Ridgewood",Utica,New York,12,1925-1931,03 Subdivisions & Suburban Communities,target,,
"33.845808,-118.384337",08087,Redondo Union High School,Redondo Beach,California,12,1928-1933,04 College & School Campuses,landmark,,
"38.646707,-90.306759",01729,Washington University,St. Louis,Missouri,12,1894-1899,04 College & School Campuses,landmark,,
"40.009341,-105.267906",03429,"Colorado, University of",Boulder,Colorado,12,1908; 1924,04 College & School Campuses,landmark,,
"42.249805,-83.625097",03625,Michigan State Normal,Ypsilanti,Michigan,12,1905-1915,04 College & School Campuses,landmark,,
"42.303309,-71.157761",01312,"Baker, Edith School",Brookline,Massachusetts,12,1935-1942,04 College & School Campuses,landmark,,
"39.84395,-84.259171",06962,Stillwater Sanatorium,Dayton,Ohio,12,1921-1922,05 Grounds of Residential Institutions,buildings,,
"40.717184,-74.242473",07032,Irvington General Hospital,Irvington,New Jersey,12,1932,05 Grounds of Residential Institutions,buildings,,
"42.326411,-71.116755",01342,Women's Free Hospital,Brookline,Massachusetts,12,1892-1893,05 Grounds of Residential Institutions,buildings,,
"42.347234,-71.14678",05105,Blessed Gabriel Monastery,Brighton,Massachusetts,12,1908-1814,05 Grounds of Residential Institutions,buildings,,
"43.714627,-73.017658",03132,Vermont Sanatorium,Pittsford,Vermont,12,1906-1908,05 Grounds of Residential Institutions,buildings,,
"48.526183,-122.207966",03678,Washington State Hospital Grounds,Sedro-Woolley,Washington,12,1911-1919,05 Grounds of Residential Institutions,buildings,,
"42.349862,-71.076431",10196,Copley Square Competition,Boston,Massachusetts,12,1891; 1935; 1940; 1965,06 Grounds of Public Buildings,museum,,
"26.569095,-80.044042",07622,Hypoluxo Island,Hypoluxo Island,Florida,12,1925-1927,07 Private Estate & Homesteads,purple_circle,,
"27.938474,-81.5887",07898,"Hanson, Willis T.",Mountain Lake,Florida,12,1928-1930,07 Private Estate & Homesteads,purple_circle,,
"33.801707,-118.399948",08089,"Haggarty, J.J.",Palos Verdes,California,12,1927-1928,07 Private Estate & Homesteads,purple_circle,,
"38.316508,-85.634952",02927,"Strater, Charles G.",Louisville,Kentucky,12,1905-1917,07 Private Estate & Homesteads,purple_circle,,
"38.902518,-77.037318",06574,"Vanderbilt, George W. Mrs.",Washington,DC,12,1917,07 Private Estate & Homesteads,purple_circle,,
"40.803508,-73.558284",09088,"Gavin, Michael Mrs.",Wheatley,New York,12,1929-1930,07 Private Estate & Homesteads,purple_circle,,
"40.881958,-72.360452",02238,"Townsend, Howard",Wickapogue,New York,12,1900-1912,07 Private Estate & Homesteads,purple_circle,,
"40.914441,-74.812828",02958,"Rutherford, Winthrop",Allamuchy,New Jersey,12,1904,07 Private Estate & Homesteads,purple_circle,,
"41.070313,-73.645509",07652,"Smith, Alfred G.",Greenwich,Connecticut,12,1926-1929,07 Private Estate & Homesteads,purple_circle,,
"41.226232,-73.688951",03270,"Low, Seth",Bedford,New York,12,1907-1911,07 Private Estate & Homesteads,purple_circle,,
"41.282346,-71.93882",07910,"White, Charles",Fishers Island,New York,12,1927-1928,07 Private Estate & Homesteads,purple_circle,,
"41.596538,-70.445377",09592,"Morrison, Alva",Cotuit,Massachusetts,12,1923-1945,07 Private Estate & Homesteads,purple_circle,,
"41.70528,-70.742855",10077,"Kuehn, G. W.",Marion,Massachusetts,12,1958-1960,07 Private Estate & Homesteads,purple_circle,,
"42.097458,-72.576638",06994,"Harris, Frederick",Springfield,Massachusetts,12,1921-1923,07 Private Estate & Homesteads,purple_circle,,
"42.219317,-71.202865",10212,"Frick, Mr. and Mrs. George",Westwood,Massachusetts,12,1966-1967,07 Private Estate & Homesteads,purple_circle,,
"42.260192,-71.315871",09357,"Ketchum, Phillips",Natick,Massachusetts,12,1932-1935,07 Private Estate & Homesteads,purple_circle,,
"42.302861,-71.142113",09916,"Goldberg, Carney Mrs.",Brookline,Massachusetts,12,1951,07 Private Estate & Homesteads,purple_circle,,
"42.313164,-71.129072",00298,"Heald, S. C.",Jamaica Plain,Massachusetts,12,1892-1903,07 Private Estate & Homesteads,purple_circle,,
"42.318651,-71.139422",09538,"Jenney, Malcolm",Brookline,Massachusetts,12,1928-1939,07 Private Estate & Homesteads,purple_circle,,
"42.321759,-71.137043",10145,"Baldini, Dr. and Mrs. Mario",Brookline,Massachusetts,12,1962,07 Private Estate & Homesteads,purple_circle,,
"42.322156,-71.285155",09678,"Goodrich, Richard I.",Wellesley,Massachusetts,12,1944-1945,07 Private Estate & Homesteads,purple_circle,,
"42.324821,-71.126926",09719,"Hill, Lucius T.",Brookline,Massachusetts,12,1945,07 Private Estate & Homesteads,purple_circle,,
"42.325438,-71.12698",09981,"Sweet, William Dr.",Brookline,Massachusetts,12,1954-1955,07 Private Estate & Homesteads,purple_circle,,
"42.330401,-71.160529",03215,"Morss, Charles A.",Brookline,Massachusetts,12,1907-1926,07 Private Estate & Homesteads,purple_circle,,
"42.364973,-73.28545",01041,"Jessup, Morris K.",Lennox,Massachusetts,12,1888,07 Private Estate & Homesteads,purple_circle,,
"42.475278,-71.235588",09962,"Shearer, James",Lexington,Massachusetts,12,1949-1956,07 Private Estate & Homesteads,purple_circle,,
"42.566451,-70.779499",00055,"Grew, E. S.",West Manchester,Massachusetts,12,1902-1904,07 Private Estate & Homesteads,purple_circle,,
"42.572385,-88.482943",02287,"Ryerson, Martin",Lake Geneva,Wisconsin,12,1902-1903,07 Private Estate & Homesteads,purple_circle,,
"42.901653,-73.34537",05827,"Wood, Walter A. Jr.",Hoosic Falls,New York,12,1912-1914,07 Private Estate & Homesteads,purple_circle,,
"43.071991,-75.219821",07105,"Wicks, C. W. Senator",Utica,New York,12,1922-1923,07 Private Estate & Homesteads,purple_circle,,
"43.232146,-72.42246",09722,"Amory, Copley",Charlestown,New Hampshire,12,1945-1946,07 Private Estate & Homesteads,purple_circle,,
"44.007204,-69.663497",06979,"Francisco, L. A.",Wiscasset,Maine,12,1921-1922,07 Private Estate & Homesteads,purple_circle,,
"44.210434,-73.580192",07463,"Munsey, Frank A.",Elizabethtown,New York,12,1925,07 Private Estate & Homesteads,purple_circle,,
"45.517421,-122.678425",03219,"Failing, Henrietta Miss",Portland,Oregon,12,1906-1908,07 Private Estate & Homesteads,purple_circle,,
"47.618336,-122.310453",05787,"Heffernan, J. T.",Seattle,Washington,12,1912-1915,07 Private Estate & Homesteads,purple_circle,,
"47.74783,-122.380325",03491,"Stimson, C. D.",Seattle,Washington,12,1909-1921,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07517,"Bruce, Helm, Jr.",Louisville,Kentucky,12,1923-1925,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07357,"Towne, Joseph Mrs.",Holyoke,Massachusetts,12,1924-1925,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09141,"Robinson, Homans",Longmeadow,Massachusetts,12,1929,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,10178,"Altschuler, Mr. and Mrs.",Brookline,Massachusetts,12,1952-1970,07 Private Estate & Homesteads,purple_circle,,
,02631,"Bennett, T. G. Mrs.",New Haven,Connecticut,12,1902,07 Private Estate & Homesteads,purple_circle,,
,09143,"Bisbee, Spaulding",Cumberland,Maine,12,1929-1930,07 Private Estate & Homesteads,purple_circle,,
,07764,"Hall, G. F.",Quincy,Massachusetts,12,1924-1927,07 Private Estate & Homesteads,purple_circle,,
,09001,"Harrington, John S.",Longmeadow,Massachusetts,12,1928,07 Private Estate & Homesteads,purple_circle,,
,09655,"Patek, A. J. Dr.",Nelson,New Hampshire,12,1944-1945,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,03343,"Stroop, William S.",Montgomery County,Ohio,12,1916-1919,07 Private Estate & Homesteads,purple_circle,,
"41.510897,-71.310067",00640,"Stokes, A. P.",Newport,Rhode Island,12,1881-1916,07 Private Estate & Homesteads,purple_circle,,
"41.471239,-71.305347",06268,"Wetmore, George Peabody Hon.",Newport,Rhode Island,12,1915-1916,07 Private Estate & Homesteads,purple_circle,,
"41.727458,-71.330978",07331,"Jones, L. W.",Nayatt,Rhode Island,12,1920-1930,07 Private Estate & Homesteads,purple_circle,,
"37.831853,-122.245216",09685,Mountain View Cemetery,Oakland,California,12,1872; 1944-1949,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.302781,-71.143341",09513,Prouty-Oakes Burial Lots,Brookline,Massachusetts,12,1937-1950,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"42.455919,-71.145573",00110,Wildwood Cemetery,Winchester,Massachusetts,12,1937-1938,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,09223,"Bryant, Waldo C. Cemetery Lot",Bridgeport,Connecticut,12,1930,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"40.852584,-73.48395",09286,"Kennedy, William Cemetery Lot",Cold Spring Harbor,New York,12,1931-1932,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"39.763719,-84.191422",06248,"Deeds, E. A. Conservancy Building",Dayton,Ohio,12,1915,09 Grounds of Commercial & Industrial Buildings,factory,,
"40.888836,-73.608452",06786,Saint John's Lattingtown Rectory,Locust Valley,New York,12,1919-1928,11 Grounds of Churches,library,,
"43.735467,-87.789651",09605,Saint John's Church,Kohler,Wisconsin,12,1939-1940,11 Grounds of Churches,library,,
"27.902761,-81.586654",06123,Lake Wales Town Clock,Lake Wales,Florida,12,1930-1931,14 Miscellaneous,poi,,https://www.flickr.com/photos/olmsted_archives/collections/72157648755076226/
"28.008042, -82.681518",05980,Pinellas County Parks,,Florida,13,1910-1914,"01 Parks, Parkways & Recreation Areas",terrain,,
"38.898849, -77.006241",02823,"District of Columbia, Plaza",Washington,DC,13,1903-1906,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.217875, -74.759404",01182,Assanpink Creek Parkway,Trenton,New Jersey,13,1904-1907,"01 Parks, Parkways & Recreation Areas",terrain,,
"40.622569,-74.040213",00510,Bay Ridge Parkway,Long Island,New York,13,1893-1897,"01 Parks, Parkways & Recreation Areas",terrain,,
"41.797619, -73.120079",06643,"Fuessenick, Elizabeth Blake Park",Torrington,Connecticut,13,1919-1921,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.100965, -72.588999",05123,Court Square,Springfield,Massachusetts,13,1909-1921,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.1174, -72.548429",05125,Cross-Town Boulevard,Springfield,Massachusetts,13,1928,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.294326, -71.815825",03897,Morgan Park,Worcester,Massachusetts,13,1941-1944,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.468599, -71.160679",01545,Woburn Parkway,,Massachusetts,13,1895-1913,"01 Parks, Parkways & Recreation Areas",terrain,,
"42.634306, -71.296163",01374,Rogers Park,Lowell,Massachusetts,13,1900-1910,"01 Parks, Parkways & Recreation Areas",terrain,,
"44.781342,-69.381416",09653,Manson Park,Pittsfield,Maine,13,1943-1953,"01 Parks, Parkways & Recreation Areas",terrain,,
"35.195064,-79.470892",01772,"Tufts, J. W.",Pinehurst,North Carolina,13,1895,03 Subdivisions & Suburban Communities,target,,
"41.664192,-83.627157",06213,Ottawa Hills Tract,Toledo,Ohio,13,1916-1917; 1929,03 Subdivisions & Suburban Communities,target,,
"42.00648,-72.487879",10034,"Equipment Service Company, Inc",Somers,Connecticut,13,1927-1959,03 Subdivisions & Suburban Communities,target,,
"42.252822,-71.017256",09846,"Faxon, Robert - Adams Street Tract",Quincy,Massachusetts,13,1930-1945,03 Subdivisions & Suburban Communities,target,,
"42.262002,-83.706315",07152,"Carr, L. D. et al. Subdivision",Ann Arbor,Michigan,13,1923-1924,03 Subdivisions & Suburban Communities,target,,
"42.438508,-71.215455",09730,"Bond, Raymond",Lexington,Massachusetts,13,1946,03 Subdivisions & Suburban Communities,target,,
"42.471448,-70.965371",01123,Linwood,Lynn,Massachusetts,13,1875-1889,03 Subdivisions & Suburban Communities,target,,
"43.214059,-73.0305",10110,"Howe, C. Subdivision",Dorset,Vermont,13,1941; 1960,03 Subdivisions & Suburban Communities,target,,
"44.472899,-68.178577",09738,Young Orchard Company,Sorrento,Maine,13,1945-1947,03 Subdivisions & Suburban Communities,target,,
To Be Determined,07766,Hahn Subdivision,Baltimore,Maryland,13,1894-1928,03 Subdivisions & Suburban Communities,target,,
To Be Determined,09384,"Connolly, Gregory P. II Subdivision",Beverly Farms,Massachusetts,13,1935-1936,03 Subdivisions & Suburban Communities,target,,
"32.322825,-90.179043",10106,Millsaps College,Jackson,Mississippi,13,1946-1960,04 College & School Campuses,landmark,,
"33.801011,-118.396096",08051,Malaga Cove School,Palos Verdes,California,13,1925-1926,04 College & School Campuses,landmark,,
"47.652525,-122.306499",00346,Washington State University Grounds,Seattle,Washington,13,1902-1915,04 College & School Campuses,landmark,,
"41.439911,-71.50117",09379,Wakefield Grammar School,Wakefield,Rhode Island,13,1935,04 College & School Campuses,landmark,,
"35.234499,-80.76686",09781,Methodist Home for Aged,Charlotte,North Carolina,13,1944-1950,05 Grounds of Residential Institutions,buildings,,
"38.214004,-85.688881",09839,Methodist Hospital,Louisville,Kentucky,13,1949-1952,05 Grounds of Residential Institutions,buildings,,
"42.361525,-71.064983",10238,West End Branch Library,Boston,Massachusetts,13,1966-1967,06 Grounds of Public Buildings,museum,,
"43.153195,-77.608237",01118,Rochester Civic Commission,Rochester,New York,13,1893-1910,06 Grounds of Public Buildings,museum,,
"27.925867,-81.587369",07780,"Ferguson, Helen G.",Mountain Lake,Florida,13,1929,07 Private Estate & Homesteads,purple_circle,,
"27.929754,-81.591618",06984,"Abbott, William L.",Mountain Lake,Florida,13,1916; 1920-1921,07 Private Estate & Homesteads,purple_circle,,
"27.931744,-81.591661",06830,"Ruth, F. S.",Mountain Lake,Florida,13,1926-1939,07 Private Estate & Homesteads,purple_circle,,
"27.937963,-81.590803",06015,"Ensign, Joseph R.",Mountain Lake,Florida,13,1928-1930,07 Private Estate & Homesteads,purple_circle,,
"27.939593,-81.58885",06103,"Nichols, W. H. Jr.",Mountain Lake,Florida,13,1930,07 Private Estate & Homesteads,purple_circle,,
"27.943858,-81.586812",07370,"Ruth, F. S.",Mountain Lake,Florida,13,1924,07 Private Estate & Homesteads,purple_circle,,
"33.833445,-118.38991",08086,"Buchanan, James E.",Redondo Beach,California,13,1927; 1929,07 Private Estate & Homesteads,purple_circle,,
"38.244736,-85.686858",05456,"Seelbach, Louis",Louisville,Kentucky,13,1912,07 Private Estate & Homesteads,purple_circle,,
"39.701301,-84.198956",05480,"Cox, James M.",Dayton,Ohio,13,1912-1918,07 Private Estate & Homesteads,purple_circle,,
"40.071356,-75.240061",05969,"Houston, H. H. Estate",Philadelphia,Pennsylvania,13,1910-1914,07 Private Estate & Homesteads,purple_circle,,
"40.071639,-75.212086",03292,"Austin, Richard L.",Chestnut Hill,Pennsylvania,13,1907-1917,07 Private Estate & Homesteads,purple_circle,,
"40.548342,-80.168653",00143,"Thaw, William Jr. Mrs.",Sewickley,Pennsylvania,13,1901-1916,07 Private Estate & Homesteads,purple_circle,,
"40.788584,-73.662214",02989,"Canfield, A. Cass Mrs.",Roslyn,New York,13,1902-1906,07 Private Estate & Homesteads,purple_circle,,
"41.513382,-81.610726",06405,"Bingham, H. P.",Cleveland,Ohio,13,1916-1918,07 Private Estate & Homesteads,purple_circle,,
"41.519656,-70.658848",09050,"Nims, Eugene D.",Woods Hole,Massachusetts,13,1923-1930,07 Private Estate & Homesteads,purple_circle,,
"41.536278,-73.140476",01343,"Whittemore, J. H.",Middlebury,Connecticut,13,1893-1895,07 Private Estate & Homesteads,purple_circle,,
"41.539839,-70.635502",09727,"Lovell, Hollis",Falmouth,Massachusetts,13,1945-1946,07 Private Estate & Homesteads,purple_circle,,
"41.631003,-70.305119",09754,"Laughlin, J. B. Mrs.",Hyannisport,Massachusetts,13,1946-1947,07 Private Estate & Homesteads,purple_circle,,
"42.0465,-71.019959",10254,"Green, Mr. and Mrs. Robert",Brockton,Massachusetts,13,1930; 1969-1971,07 Private Estate & Homesteads,purple_circle,,
"42.182344,-71.212505",01394,"Plimpton, H. M.",Norwood,Massachusetts,13,1894,07 Private Estate & Homesteads,purple_circle,,
"42.257543,-87.850435",03555,"Coonley, Prentiss",Lake Forest,Illinois,13,1906-1911,07 Private Estate & Homesteads,purple_circle,,
"42.30563,-71.159021",09388,"Fine, Jacob Dr.",Brookline,Massachusetts,13,1935-1937,07 Private Estate & Homesteads,purple_circle,,
"42.306896,-87.863975",05106,"Leatherbee, R. W.",Lake Forest,Illinois,13,1911-1915,07 Private Estate & Homesteads,purple_circle,,
"42.3141,-71.132483",03796,"Hartt, Arthur W.",Brookline,Massachusetts,13,1896-1934,07 Private Estate & Homesteads,purple_circle,,
"42.324058,-71.135705",09994,"Pierce, H. W.",Brookline,Massachusetts,13,1954-1955,07 Private Estate & Homesteads,purple_circle,,
"42.328735,-71.136668",09053,"Stone, R. G.",Brookline,Massachusetts,13,1929-1931,07 Private Estate & Homesteads,purple_circle,,
"42.334763,-71.146045",09615,"Matz, Charles H.",Brookline,Massachusetts,13,1941,07 Private Estate & Homesteads,purple_circle,,
"42.387827,-71.23135",00677,"Paine, R. T.",Waltham,Massachusetts,13,1884-1886,07 Private Estate & Homesteads,purple_circle,,
"42.40319,-71.181782",10269,"Kaufmann, Mr. and Mrs. Robert",Belmont,Massachusetts,13,1969-1970,07 Private Estate & Homesteads,purple_circle,,
"42.485436,-70.86547",10129,"Zimman, Harold O.",Marblehead,Massachusetts,13,1961,07 Private Estate & Homesteads,purple_circle,,
"42.552013,-70.823525",02062,"Pierce, H. C.",Beverly Farms,Massachusetts,13,1897-1899,07 Private Estate & Homesteads,purple_circle,,
"42.562062,-70.771995",00686,"Black, G. N.",Manchester-by-the-Sea,Massachusetts,13,1882-1883,07 Private Estate & Homesteads,purple_circle,,
"42.580207,-70.818268",09074,"Hodges, Wetmore Mrs.",Beverly Farms,Massachusetts,13,1927; 1929,07 Private Estate & Homesteads,purple_circle,,
"43.715341,-70.218569",03159,"Woodward, Dr.",Falmouth,Maine,13,1906-1966,07 Private Estate & Homesteads,purple_circle,,
"43.966009,-75.923274",00037,"Flower, Anson R.",Watertown,New York,13,1902,07 Private Estate & Homesteads,purple_circle,,
"44.281718,-71.73421",01128,"Glessner, J. J.",Littleton,New Hampshire,13,1903-1939,07 Private Estate & Homesteads,purple_circle,,
"45.439941,-122.652215",03722,"Kerr, Peter",Portland,Oregon,13,1909-1929,07 Private Estate & Homesteads,purple_circle,,
"46.545757,-87.381907",00059,"Longyear, J. M.",Marquette,Michigan,13,1891-1904,07 Private Estate & Homesteads,purple_circle,,https://www.flickr.com/photos/olmsted_archives/sets/72157636050051823/
"47.740232,-122.370803",09552,"Garrett, Edward I.",Seattle,Washington,13,1927-1939,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09590,"Fitzhugh, Henry",Louisville,Kentucky,13,1939-1941,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,05671,"Sinclair, Charles K. Mrs.",West Gloucester,Massachusetts,13,1913-1914,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,09751,"Hodgson, Fred G. Mrs.",West Falmouth,Massachusetts,13,1943; 1946-1947,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,07372,"Hilton, Frederick",Ossining,New York,13,1917-1925,07 Private Estate & Homesteads,purple_circle,,
,09666,"Taylor, A. J. T.",West Vancouver,British Columbia,13,1944,07 Private Estate & Homesteads,purple_circle,,
,09821,"Whitley, M. G.",Louisville,Kentucky,13,1957-1959,07 Private Estate & Homesteads,purple_circle,,
,09896,"Jette, E. M.",China Lake,Maine,13,1951,07 Private Estate & Homesteads,purple_circle,,
,06744,"Loring, Robert",St. Andrews,New Brunswick,13,1919-1920,07 Private Estate & Homesteads,purple_circle,,
"40.063301,-84.18981",06618,"Kidder, Walter S.",Troy,Ohio,13,1918-1919,07 Private Estate & Homesteads,purple_circle,,
To Be Determined,05330,"Horst, John",Reading,Pennsylvania,13,1911-1913,07 Private Estate & Homesteads,purple_circle,,
"39.940529,-76.730332",06292,"Small, C. M. Miss",York,Pennsylvania,13,1916,07 Private Estate & Homesteads,purple_circle,,
"39.950911,-76.721893",06599,"Emerton, R. W.",York,Pennsylvania,13,1916-1917,07 Private Estate & Homesteads,purple_circle,,
"41.247547,-75.88449",09377,"Huber, C. F.",Wilkes-Barre,Pennsylvania,13,1934-1936,07 Private Estate & Homesteads,purple_circle,,
"41.727976,-71.331804",07854,"Tully, William J.",West Barrington,Rhode Island,13,1927-1930,07 Private Estate & Homesteads,purple_circle,,
"32.33253,-64.693938",07217,"Roosevelt, George",Tuckers Town,,13,1923-1924,07 Private Estate & Homesteads,purple_circle,,
"42.372115,-71.132054",01511,Eliot Memorial,Boston,Massachusetts,13,1900-1905,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
To Be Determined,07243,"Sharples, Stephan Paschall Cemetery Lot",Deer Isle,Maine,13,1923,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"40.852822,-73.486863",07128,"Garver, John A. Cemetery Lot",Cold Spring Harbor,New York,13,1923,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"41.075485,-73.786393",05459,Kensico Cemetery,Kensico,New York,13,1912,"08 Cemeteries, Burial Lots, Memorials and Monuments",cemetary,,
"35.053564,-88.238132",09353,Tennessee Valley Authority,Knoxville,Tennessee,13,1934-1935,09 Grounds of Commercial & Industrial Buildings,factory,,
"40.337794,-75.95561",06911,Berkshire Knitting Mills,Wyomissing,Pennsylvania,13,1921-1925,09 Grounds of Commercial & Industrial Buildings,factory,,
"40.730633,-73.61328",09830,Newsday,Garden City,New York,13,1948-1949,09 Grounds of Commercial & Industrial Buildings,factory,,
"41.128262,-80.684624",06367,Youngstown Sheet & Tube Company,Youngstown,Ohio,13,1913-1917,09 Grounds of Commercial & Industrial Buildings,factory,,
To Be Determined,05069,Eastern Michigan Edison Company,Rochester,Michigan,13,1910-1915,09 Grounds of Commercial & Industrial Buildings,factory,,
"41.53576,-73.069553",09200,"Day, Irvin W.",Waterbury,Connecticut,13,1930,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"42.255949,-71.078249",09179,Milton Women's Club,Milton,Massachusetts,13,1930,"10 Country Clubs, Resorts, Hotels, Clubs",golf,,
"41.53486,-72.793329",09792,Saint Rose's Church,Meriden,Connecticut,13,1947,11 Grounds of Churches,library,,
"41.604059,-73.120129",07275,Christ Church,Watertown,Connecticut,13,1924,11 Grounds of Churches,library,,
"39.906247,-75.176096",07039,Philadelphia Sesquicent. International Expo.,Philadelphia,Pennsylvania,13,1925-1926,13 Exhibitions & Fairs,capital_big,,
